1;Адыгейск;385200;Адыгея Респ
2;Адыгейск;385239;Адыгея Респ
3;Адыгейск;385271;Адыгея Респ
4;Майкоп;385000;Адыгея Респ
5;Майкоп;385452;Адыгея Респ
6;Майкоп;385060;Адыгея Респ
7;Майкоп;385002;Адыгея Респ
8;Майкоп;385061;Адыгея Респ
9;Майкоп;385064;Адыгея Респ
10;Майкоп;385001;Адыгея Респ
11;Майкоп;385077;Адыгея Респ
12;Майкоп;385019;Адыгея Респ
13;Майкоп;385020;Адыгея Респ
14;Майкоп;385017;Адыгея Респ
15;Майкоп;385012;Адыгея Респ
16;Майкоп;385009;Адыгея Респ
17;Майкоп;385008;Адыгея Респ
18;Майкоп;385007;Адыгея Респ
19;Майкоп;385006;Адыгея Респ
20;Майкоп;385003;Адыгея Респ
21;Майкоп;385069;Адыгея Респ
22;Агидель;452920;Башкортостан Респ
23;Баймак;453633;Башкортостан Респ
24;Баймак;453630;Башкортостан Респ
25;Баймак;453631;Башкортостан Респ
26;Белебей;452000;Башкортостан Респ
27;Белорецк;453502;Башкортостан Респ
28;Белорецк;453500;Башкортостан Респ
29;Белорецк;453503;Башкортостан Респ
30;Белорецк;453505;Башкортостан Респ
31;Белорецк;453506;Башкортостан Респ
32;Белорецк;453511;Башкортостан Респ
33;Белорецк;453512;Башкортостан Респ
34;Белорецк;453507;Башкортостан Респ
35;Белорецк;453510;Башкортостан Респ
36;Белорецк;453504;Башкортостан Респ
37;Белорецк;453501;Башкортостан Респ
38;Бирск;452450;Башкортостан Респ
39;Бирск;452453;Башкортостан Респ
40;Бирск;452469;Башкортостан Респ
41;Бирск;452320;Башкортостан Респ
42;Бирск;452451;Башкортостан Респ
43;Бирск;452452;Башкортостан Респ
44;Бирск;452474;Башкортостан Респ
45;Бирск;452455;Башкортостан Респ
46;Благовещенск;453434;Башкортостан Респ
47;Благовещенск;453430;Башкортостан Респ
48;Благовещенск;453431;Башкортостан Респ
49;Давлеканово;453400;Башкортостан Респ
50;Давлеканово;453401;Башкортостан Респ
51;Давлеканово;453402;Башкортостан Респ
52;Давлеканово;453405;Башкортостан Респ
53;Давлеканово;453406;Башкортостан Респ
54;Давлеканово;453403;Башкортостан Респ
55;Дюртюли;452320;Башкортостан Респ
56;Ишимбай;453205;Башкортостан Респ
57;Ишимбай;453201;Башкортостан Респ
58;Ишимбай;453203;Башкортостан Респ
59;Ишимбай;453200;Башкортостан Респ
60;Ишимбай;453214;Башкортостан Респ
61;Ишимбай;453204;Башкортостан Респ
62;Ишимбай;453215;Башкортостан Респ
63;Ишимбай;453211;Башкортостан Респ
64;Ишимбай;453209;Башкортостан Респ
65;Ишимбай;453208;Башкортостан Респ
66;Ишимбай;453213;Башкортостан Респ
67;Кумертау;453306;Башкортостан Респ
68;Кумертау;453303;Башкортостан Респ
69;Кумертау;453300;Башкортостан Респ
70;Кумертау;453302;Башкортостан Респ
71;Кумертау;453304;Башкортостан Респ
72;Кумертау;453307;Башкортостан Респ
73;Кумертау;453308;Башкортостан Респ
74;Кумертау;453309;Башкортостан Респ
75;Кумертау;453315;Башкортостан Респ
76;Кумертау;453316;Башкортостан Респ
77;Кумертау;453301;Башкортостан Респ
78;Межгорье;453571;Башкортостан Респ
79;Межгорье;453570;Башкортостан Респ
80;Мелеуз;453850;Башкортостан Респ
81;Мелеуз;453856;Башкортостан Респ
82;Мелеуз;453852;Башкортостан Респ
83;Мелеуз;453854;Башкортостан Респ
84;Мелеуз;453851;Башкортостан Респ
85;Мелеуз;453853;Башкортостан Респ
86;Нефтекамск;452680;Башкортостан Респ
87;Нефтекамск;452681;Башкортостан Респ
88;Нефтекамск;452683;Башкортостан Респ
89;Нефтекамск;452688;Башкортостан Респ
90;Нефтекамск;452695;Башкортостан Респ
91;Нефтекамск;452696;Башкортостан Респ
92;Октябрьский;452600;Башкортостан Респ
93;Октябрьский;452615;Башкортостан Респ
94;Октябрьский;452614;Башкортостан Респ
95;Октябрьский;452613;Башкортостан Респ
96;Октябрьский;452603;Башкортостан Респ
97;Октябрьский;452602;Башкортостан Респ
98;Октябрьский;452616;Башкортостан Респ
99;Октябрьский;452607;Башкортостан Респ
100;Салават;453265;Башкортостан Респ
101;Салават;453261;Башкортостан Респ
102;Салават;453259;Башкортостан Респ
103;Салават;453256;Башкортостан Респ
104;Салават;453254;Башкортостан Респ
105;Салават;453253;Башкортостан Респ
106;Салават;453252;Башкортостан Респ
107;Салават;453250;Башкортостан Респ
108;Салават;453251;Башкортостан Респ
109;Сибай;453837;Башкортостан Респ
110;Сибай;453831;Башкортостан Респ
111;Сибай;453838;Башкортостан Респ
112;Сибай;453845;Башкортостан Респ
113;Сибай;453839;Башкортостан Респ
114;Сибай;453833;Башкортостан Респ
115;Сибай;453840;Башкортостан Респ
116;Сибай;453832;Башкортостан Респ
117;Сибай;453830;Башкортостан Респ
118;Стерлитамак;453116;Башкортостан Респ
119;Стерлитамак;453100;Башкортостан Респ
120;Стерлитамак;453107;Башкортостан Респ
121;Стерлитамак;453101;Башкортостан Респ
122;Стерлитамак;453102;Башкортостан Респ
123;Стерлитамак;453103;Башкортостан Респ
124;Стерлитамак;453104;Башкортостан Респ
125;Стерлитамак;453115;Башкортостан Респ
126;Стерлитамак;453130;Башкортостан Респ
127;Стерлитамак;453118;Башкортостан Респ
128;Стерлитамак;453120;Башкортостан Респ
129;Стерлитамак;453105;Башкортостан Респ
130;Стерлитамак;453106;Башкортостан Респ
131;Стерлитамак;453112;Башкортостан Респ
132;Стерлитамак;453122;Башкортостан Респ
133;Стерлитамак;453109;Башкортостан Респ
134;Стерлитамак;453126;Башкортостан Респ
135;Стерлитамак;453124;Башкортостан Респ
136;Стерлитамак;453114;Башкортостан Респ
137;Туймазы;452752;Башкортостан Респ
138;Туймазы;452757;Башкортостан Респ
139;Туймазы;452751;Башкортостан Респ
140;Туймазы;452756;Башкортостан Респ
141;Туймазы;452754;Башкортостан Респ
142;Туймазы;452755;Башкортостан Респ
143;Туймазы;452753;Башкортостан Респ
144;Туймазы;452750;Башкортостан Респ
145;Уфа;450014;Башкортостан Респ
146;Уфа;450008;Башкортостан Респ
147;Уфа;450017;Башкортостан Респ
148;Уфа;450015;Башкортостан Респ
149;Уфа;450077;Башкортостан Респ
150;Уфа;450078;Башкортостан Респ
151;Уфа;450081;Башкортостан Респ
152;Уфа;450018;Башкортостан Респ
153;Уфа;450091;Башкортостан Респ
154;Уфа;450092;Башкортостан Респ
155;Уфа;450010;Башкортостан Респ
156;Уфа;450069;Башкортостан Респ
157;Уфа;450080;Башкортостан Респ
158;Уфа;450004;Башкортостан Респ
159;Уфа;450000;Башкортостан Респ
160;Уфа;450001;Башкортостан Респ
161;Уфа;450076;Башкортостан Респ
162;Уфа;450075;Башкортостан Респ
163;Уфа;450074;Башкортостан Респ
164;Уфа;450073;Башкортостан Респ
165;Уфа;450024;Башкортостан Респ
166;Уфа;450019;Башкортостан Респ
167;Уфа;450097;Башкортостан Респ
168;Уфа;450096;Башкортостан Респ
169;Уфа;450003;Башкортостан Респ
170;Уфа;450007;Башкортостан Респ
171;Уфа;450052;Башкортостан Респ
172;Уфа;450068;Башкортостан Респ
173;Уфа;450033;Башкортостан Респ
174;Уфа;450903;Башкортостан Респ
175;Уфа;450038;Башкортостан Респ
176;Уфа;450039;Башкортостан Респ
177;Уфа;450071;Башкортостан Респ
178;Уфа;450043;Башкортостан Респ
179;Уфа;450045;Башкортостан Респ
180;Уфа;450030;Башкортостан Респ
181;Уфа;450051;Башкортостан Респ
182;Уфа;450032;Башкортостан Респ
183;Уфа;450055;Башкортостан Респ
184;Уфа;450056;Башкортостан Респ
185;Уфа;450057;Башкортостан Респ
186;Уфа;450059;Башкортостан Респ
187;Уфа;450061;Башкортостан Респ
188;Уфа;450064;Башкортостан Респ
189;Уфа;450065;Башкортостан Респ
190;Уфа;450040;Башкортостан Респ
191;Уфа;450049;Башкортостан Респ
192;Уфа;450006;Башкортостан Респ
193;Уфа;450104;Башкортостан Респ
194;Уфа;450105;Башкортостан Респ
195;Уфа;450106;Башкортостан Респ
196;Уфа;450112;Башкортостан Респ
197;Уфа;450002;Башкортостан Респ
198;Уфа;450591;Башкортостан Респ
199;Уфа;450037;Башкортостан Респ
200;Уфа;450099;Башкортостан Респ
201;Уфа;450103;Башкортостан Респ
202;Уфа;450098;Башкортостан Респ
203;Уфа;450900;Башкортостан Респ
204;Уфа;450901;Башкортостан Респ
205;Уфа;450902;Башкортостан Респ
206;Уфа;450095;Башкортостан Респ
207;Уфа;450044;Башкортостан Респ
208;Уфа;450022;Башкортостан Респ
209;Уфа;450027;Башкортостан Респ
210;Уфа;450028;Башкортостан Респ
211;Уфа;450029;Башкортостан Респ
212;Учалы;453702;Башкортостан Респ
213;Учалы;453731;Башкортостан Респ
214;Учалы;453701;Башкортостан Респ
215;Учалы;453700;Башкортостан Респ
216;Янаул;452800;Башкортостан Респ
217;Янаул;452806;Башкортостан Респ
218;Янаул;452802;Башкортостан Респ
219;Бабушкин;671230;Бурятия Респ
220;Гусиноозерск;671160;Бурятия Респ
221;Закаменск;671950;Бурятия Респ
222;Кяхта;671841;Бурятия Респ
223;Кяхта;671840;Бурятия Респ
224;Северобайкальск;671700;Бурятия Респ
225;Улан-Удэ;670014;Бурятия Респ
226;Улан-Удэ;670009;Бурятия Респ
227;Улан-Удэ;670034;Бурятия Респ
228;Улан-Удэ;670033;Бурятия Респ
229;Улан-Удэ;670013;Бурятия Респ
230;Улан-Удэ;670019;Бурятия Респ
231;Улан-Удэ;670023;Бурятия Респ
232;Улан-Удэ;670004;Бурятия Респ
233;Улан-Удэ;670018;Бурятия Респ
234;Улан-Удэ;670011;Бурятия Респ
235;Улан-Удэ;670050;Бурятия Респ
236;Улан-Удэ;670002;Бурятия Респ
237;Улан-Удэ;670000;Бурятия Респ
238;Улан-Удэ;670010;Бурятия Респ
239;Улан-Удэ;671254;Бурятия Респ
240;Улан-Удэ;670035;Бурятия Респ
241;Улан-Удэ;670040;Бурятия Респ
242;Улан-Удэ;670024;Бурятия Респ
243;Улан-Удэ;670042;Бурятия Респ
244;Улан-Удэ;670031;Бурятия Респ
245;Улан-Удэ;670045;Бурятия Респ
246;Улан-Удэ;670047;Бурятия Респ
247;Улан-Удэ;670003;Бурятия Респ
248;Горно-Алтайск;649006;Алтай Респ
249;Горно-Алтайск;649002;Алтай Респ
